school_year,dpi_true_id,school_name,agency_type,district_name,county,charter_indicator,choice_indicator,accurate_agency_type,broad_agency_type,MPCP_indicator,RPCP_indicator,WPCP_indicator,SNSP_indicator,MPCP_has_students,RPCP_has_students,WPCP_has_students,SNSP_has_students,locale_description,city,MPCP_percent,milwaukee_indicator
2018-19,3619_0840,Obama School of Career and Technical Education,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0301,Parkview Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0325,Pratt Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0458,Project STAY-Supporting Teachers and Youth,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0026,Pulaski High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0435,Reagan College Preparatory High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0313,Riley Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0194,River Trail Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0029,Riverside High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0307,Riverwest Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0177,Rogers Street Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0059,Roosevelt Middle,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0319,Sherman Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0107,Siefert Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0442,South Accelerated Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0032,South Division High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0312,Starms Discovery,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0149,Starms Early Childhood,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,NA,NA,0,1
2018-19,3619_0343,Story Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0344,Stuart Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0360,Thoreau Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0154,Thurston Woods Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0365,Townsend Street Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0433,Transition High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0368,Trowbridge Street School of Great Lakes Studies,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0387,Victory Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0390,Vieau Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0448,Vincent Accelerated Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0033,Vincent High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0204,Wedgewood Park School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0130,Westside Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0397,Whitman Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0424,WHS Information Technology,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0399,Wisconsin Conservatory of Lifelong Learning,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,3619_0295,Zablocki Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8106_1251,Milwaukee Academy of Science,Non District Charter Schools,Milwaukee Academy of Science,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8127_0400,Milwaukee Collegiate Academy,Non District Charter Schools,Milwaukee Collegiate Academy,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8128_0800,Milwaukee Math and Science Academy,Non District Charter Schools,Milwaukee Math and Science Academy,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8129_0100,Milwaukee Scholars Charter School,Non District Charter Schools,Milwaukee Scholars Charter School,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8139_8139,Pathways High,Non District Charter Schools,Pathways High,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8138_8138,Penfield Montessori Academy,Non District Charter Schools,Penfield Montessori Academy,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8002_8133,Rocketship Southside Community Prep,Non District Charter Schools,Rocketship Education Wisconsin Inc,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8002_8140,Rocketship Transformation Prep,Non District Charter Schools,Rocketship Education Wisconsin Inc,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8107_1279,School for Early Development and Achievement (SEDA),Non District Charter Schools,School for Early Development and,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8001_8121,Seeds of Health Elementary Program,Non District Charter Schools,Seeds of Health Inc,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8001_8115,Tenor High,Non District Charter Schools,Seeds of Health Inc,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8001_8124,Veritas High,Non District Charter Schools,Seeds of Health Inc,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8136_8136,Stellar Collegiate Charter School,Non District Charter Schools,Stellar Collegiate Charter School,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8137_8137,United Community Center Acosta Middle School,Non District Charter Schools,United Community Center Acosta Middle,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8113_8728,Woodlands School,Non District Charter Schools,Woodlands School,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2018-19,8132_0100,Woodlands School - State Street Campus,Non District Charter Schools,Woodlands School - State Street Campus,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2015-16,0000_0309,Catholic East Elementary,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.7591836734693878,1
2015-16,0000_0320,Word of Life Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.922077922077922,1
2015-16,0000_0510,Divine Savior Holy Angels Hi,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.12334801762114538,1
2015-16,0000_0740,Garden Homes Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1044,Clara Mohammed School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1048,Tamarack Waldorf School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.7816901408450704,1
2015-16,0000_1094,Ceria M Travis Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9903225806451613,1
2015-16,0000_1095,Notre Dame Middle School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.961340206185567,1
2015-16,0000_1101,Hickman Academy Prep Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1158,Early View Acad of Excellence,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9794520547945206,1
2015-16,0000_1165,Granville Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9957446808510638,1
2015-16,0000_1167,Sherman Park Lutheran Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9845559845559846,1
2015-16,0000_1171,Texas Bufkin Christian Acad,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9710144927536232,1
2015-16,0000_1180,Holy Redeemer Christian Acad,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9805510534846029,1
2015-16,0000_1200,Saint Rafael the Archangel,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9840546697038725,1
2015-16,0000_1205,Prince of Peace School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.989451476793249,1
2015-16,0000_1218,Eastbrook Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.5378787878787878,1
2015-16,0000_1253,Victory Christian Academy,Private school,West Allis-West Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",West Allis,0.9405405405405406,1
2015-16,0000_1263,Atlas Preparatory Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1301,Atonement Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9683544303797469,1
2015-16,0000_1302,Saint Philips Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9863945578231292,1
2015-16,0000_1303,Believers in Christ Acad,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9547511312217195,1
2015-16,0000_1304,Blessed Sacrament Grade Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9719101123595506,1
2015-16,0000_1305,Christ-St Peter Lutheran Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9855769230769231,1
2015-16,0000_1315,Hope Christian School: Prima,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1327,New Testament Christian Acad,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.8357142857142857,1
2015-16,0000_1345,Greater Holy Temple Chr Acad,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9956772334293948,1
2015-16,0000_1351,Risen Savior Evan Luth Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9798387096774194,1
2015-16,0000_1374,Malaika Early Learning Center,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1382,Carter's Christian Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9903536977491961,1
2015-16,0000_1384,Christian Faith Acad Hi Lrng,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1408,Hope Christian High School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9966216216216216,1
2015-16,0000_1439,Hope Christian School: Fortis,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1489,Cross Trainers Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1491,Destiny High School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1507,Blessed Savior Catholic Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9853157121879589,1
2015-16,0000_1527,Inst of Technology & Academics,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1530,Right Step Inc,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1558,Calvary's Chrstn Acad Sch Arts,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1575,Northwest Catholic,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.964,1
2015-16,0000_1606,Messmer Catholic Schools,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9832935560859188,1
2015-16,0000_1627,Wells Street Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.8,1
2015-16,0000_1631,TransCenter for Youth/ElPuente,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1652,Academy of Excellence,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9944444444444445,1
2015-16,0000_1656,Hope Christian School: Semper,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1684,Jo's Learning Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_1685,Lutheran Special School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.7954545454545454,1
2015-16,0000_1686,United to Serve Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9931506849315068,1
2015-16,0000_1696,Acelero Learning Milw Co,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,NA,NA,0.675,1
2015-16,0000_1701,A Promise of Hope Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.95,1
2015-16,0000_1702,Divine Destiny School,Private school,West Allis-West Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",West Allis,0.9921259842519685,1
2015-16,0000_1703,Hope Christian School: Caritas,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.994413407821229,1
2015-16,0000_1704,Shining Star Christian Schools,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9793103448275862,1
2015-16,0000_1712,Cristo Rey Jesuit Milwaukee Hi,Private school,West Allis-West Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",West Milwaukee,0.9457364341085271,1
2015-16,0000_1770,Marquette University High,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.12104283054003724,1
2015-16,0000_1870,Milwaukee Lutheran High,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.7925925925925926,1
2015-16,0000_1873,Milw Seventh Day Adventist Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9502762430939227,1
2015-16,0000_1910,Mother of Good Counsel Gr Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9608695652173913,1
2015-16,0000_1930,Mount Calvary Lutheran Gr Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9896907216494846,1
2015-16,0000_1980,Mount Lebanon Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9776785714285714,1
2015-16,0000_1990,Mount Olive Lutheran Grade Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.7431693989071039,1
2015-16,0000_1996,Nativity Jesuit Middle School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.8987341772151899,1
2015-16,0000_2030,Northwest Lutheran Grade Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_2240,Our Lady Queen of Peace Gr Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9440993788819876,1
2015-16,0000_2291,Pilgrim Lutheran School,Private school,Wauwatosa,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Wauwatosa,1,1
2015-16,0000_2300,Pius XI Catholic High School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.44941176470588234,1
2015-16,0000_2750,Saint Adalbert Grade School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9935205183585313,1
2015-16,0000_2850,Holy Wisdom Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9838056680161943,1
2015-16,0000_3100,Saint Anthony School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9939607448414696,1
2015-16,0000_3160,Saint Vincent Pallotti School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9036697247706422,1
2015-16,0000_3410,Saint Catherine School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_3455,Saint Charles Borromeo School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.5296803652968036,1
2015-16,0000_3580,Saint Coletta Day Sch of Milw,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.72,1
2015-16,0000_3935,Saint Gregory the Great Gr Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.7407407407407407,1
2015-16,0000_4210,Saint Joan Antida High School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9880239520958084,1
2015-16,0000_4420,Saint John Kanty Grade School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9949238578680203,1
2015-16,0000_4655,Saint Johns Evang Lutheran Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.7010869565217391,1
2015-16,0000_4950,Saint Josaphat Parish School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9444444444444444,1
2015-16,0000_5640,Saint Lucas Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.6683673469387755,1
2015-16,0000_5710,Saint Marcus Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9596354166666666,1
2015-16,0000_5720,Saint Margaret Mary Grade Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9471698113207547,1
2015-16,0000_5830,Saint Martini Lutheran Gr Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_6690,Saint Matthias School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.22388059701492538,1
2015-16,0000_7400,Saint Peter Immanuel Luth Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9844559585492227,1
2015-16,0000_7670,Saint Roman Grade School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.8461538461538461,1
2015-16,0000_7720,Saint Sebastian Grade School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.5360501567398119,1
2015-16,0000_7980,Saint Thomas Aquinas Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.6096491228070176,1
2015-16,0000_8075,Salam School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.860313315926893,1
2015-16,0000_8080,Salem Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9568345323741008,1
2015-16,0000_8190,Sharon Junior Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9333333333333333,1
2015-16,0000_8217,Siloah Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2015-16,0000_8224,Saint Joseph Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9665809768637532,1
2015-16,0000_8720,Wisconsin Lutheran High,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.49609375,1
2015-16,0000_8740,Yeshiva Elementary School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9259259259259259,1
2016-17,0000_0309,Catholic East Elementary,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.7469879518072289,1
2016-17,0000_0320,Word of Life Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.935064935064935,1
2016-17,0000_0510,Divine Savior Holy Angels Hi,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.13688760806916425,1
2016-17,0000_0740,Garden Homes Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9920948616600791,1
2016-17,0000_1044,Clara Mohammed School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9615384615384616,1
2016-17,0000_1048,Tamarack Waldorf School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,1,1,0,0,1,"NA",Milwaukee,0.7655172413793103,1
2016-17,0000_1095,Notre Dame School of Milwaukee,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9689737470167065,1
2016-17,0000_1101,Hickman Academy Prep Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2016-17,0000_1158,Early View Acad of Excellence,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.99633699633699635,1
2016-17,0000_1165,Granville Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,1,1,0,0,1,"NA",Milwaukee,0.9713114754098361,1
2016-17,0000_1167,Sherman Park Lutheran Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,1,1,0,0,0,"NA",Milwaukee,0.9678714859437751,1
