school_year,dpi_true_id,school_name,accurate_agency_type,broad_agency_type,overall_score,overall_rating,lowest_grade,highest_grade,grade_band,school_type,school_enrollment,district_enrollment,per_am_in,per_asian,per_b_aa,per_hisp_lat,per_nh_opi,per_white,per_tom,per_swd,per_ed,per_lep,per_choice,per_open,sch_ach,sch_ela_ach,sch_math_ach,sch_growth,sch_ela_growth,sch_math_growth,sch_cg,sch_ela_cg,sch_math_cg,sch_4y_grad_gap,sch_6y_grad_gap,sch_grad_gap,sch_ot,sch_grad_rate,sch_att_rate,sch_3rd_ela,sch_8th_math,ach_weight,growth_weight,cg_weight,ot_weight,report_card_type,cg_redacted,has_2_rc
2017-18,3619_0116,Congress Elementary,Traditional Public,District Operated,66.8,Meets Expectations,K3,8,K-8,Elementary School,737,75539,0,0.01,0.95,0.02,0,0.01,0,0.19,0.89,0,NA,0,26.3,13.6,12.7,71.7,34.9,36.8,77.2,35.3,41.9,NA,NA,NA,75.8,NA,70.9,3,1.9,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0265,Manitoba Elementary,Traditional Public,District Operated,51.1,Fails to Meet Expectations,K3,8,K-8,Elementary School,545,75539,0.01,0.09,0.18,0.52,0,0.12,0.08,0.21,0.86,0.1,NA,0.04,28,16.2,11.8,49.9,27.3,22.6,53.2,28.1,25.1,NA,NA,NA,75.7,NA,71,2.9,1.8,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0435,Reagan College Preparatory High,Traditional Public,District Operated,83.7,Significantly Exceeds Expectations,9,12,9-12,High School,1336,75539,0.01,0.07,0.09,0.52,0,0.3,0.01,0.12,0.64,0.04,NA,0.04,70.2,40.5,29.7,NA,NA,NA,91,21.8,22.4,21.8,25,46.8,96.3,96.3,NA,NA,NA,0.4,NA,0.4,0.2,Public - All Students,0,0
2017-18,0000_2240,Our Lady Queen of Peace Gr Sch,Private,Private,70.5,Meets Expectations,K4,8,K-8,Elementary School,153,NA,0,0.01,0.03,0.9,0,0.05,0.01,0.02,0.97,0.08,NA,NA,36.9,21.7,15.2,74.6,43.5,31.1,60.1,34.1,26,NA,NA,NA,80.1,NA,74.6,3.1,2.4,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,3619_0185,Gaenslen Elementary,Traditional Public,District Operated,44.3,Fails to Meet Expectations,K3,8,K-8,Elementary School,765,75539,0,0.02,0.8,0.09,0,0.06,0.03,0.39,0.94,0,NA,0.01,16.6,9.6,7,44.1,15.9,28.2,42.4,17.8,24.6,NA,NA,NA,71.9,NA,69.3,1.4,1.2,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0337,Kluge Elementary,Traditional Public,District Operated,60.2,Meets Few Expectations,K3,5,K-5,Elementary School,296,75539,0,0.07,0.77,0.08,0,0.05,0.03,0.29,0.93,0.07,NA,0,24.9,12.4,12.5,65.1,30.2,34.9,63.4,31.2,32.2,NA,NA,NA,75.4,NA,71,4.4,NA,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0204,Wedgewood Park School,Traditional Public,District Operated,71.8,Meets Expectations,6,8,6-8,Middle School,912,75539,0,0.06,0.19,0.57,0,0.16,0.02,0.15,0.8,0.17,NA,0.04,49.8,27.5,22.3,69.9,35.9,34,69.1,35.5,33.6,NA,NA,NA,82.2,NA,73.4,NA,8.8,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,0000_2300,Pius XI Catholic High,Private,Private,70.1,Meets Expectations^,9,12,9-12,High School,422,NA,0.01,0,0.39,0.34,0,0.2,0.06,0.02,0.58,0,NA,NA,43.1,26.1,17,NA,NA,NA,86,37.6,48.4,NA,NA,NA,92.4,NA,92.4,NA,NA,0.4,NA,0.4,0.2,Private - Choice Students,0,0
2017-18,3619_0217,Hi-Mount Elementary,Traditional Public,District Operated,57.7,Meets Few Expectations,K3,8,K-8,Elementary School,242,75539,0,0,0.87,0.05,0,0.02,0.05,0.16,0.95,0,NA,0,15.9,8.9,7,58.4,33,25.4,70.6,31.7,38.9,NA,NA,NA,72,NA,69.4,1.4,1.2,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,0000_1351,Risen Savior Evan Luth Sch,Private,Private,70.8,Meets Expectations,K4,8,K-8,Elementary School,220,NA,0,0,0.5,0.47,0,0.02,0,0.03,0.92,0.02,NA,NA,46.9,22.2,24.7,70.8,30.2,40.6,62.9,32.6,30.3,NA,NA,NA,83.5,NA,74.8,3.9,4.8,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,0000_3455,Saint Charles Borromeo School,Private,Private,92.5,Significantly Exceeds Expectations,K4,8,K-8,Elementary School,119,NA,0,0.13,0,0.36,0,0.5,0.02,0.01,0.45,0,NA,NA,69.1,36.4,32.7,100,50,50,100,50,50,NA,NA,NA,92.5,NA,75.4,17.1,NA,0.181,0.319,0.25,0.25,Private - Choice Students,0,1
2017-18,3619_0104,Cass Street Elementary,Traditional Public,District Operated,60.7,Meets Few Expectations,K3,8,K-8,Elementary School,402,75539,0.01,0.02,0.86,0.06,0,0.03,0.02,0.18,0.97,0,NA,0,22.1,11.4,10.7,74.6,36.8,37.8,51.6,24.6,27,NA,NA,NA,72.6,NA,69.5,1.7,1.4,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0113,Clement Avenue Elementary,Traditional Public,District Operated,65,Meets Expectations,K3,8,K-8,Elementary School,462,75539,0.01,0.02,0.13,0.36,0,0.39,0.09,0.17,0.73,0,NA,0.06,55.2,31.1,24.1,59.4,34.9,24.5,59.4,27.2,32.2,NA,NA,NA,82.8,NA,72.4,6.6,3.8,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0307,Pierce Elementary,Traditional Public,District Operated,46.1,Fails to Meet Expectations,K3,5,K-5,Elementary School,355,75539,0.01,0,0.67,0.24,0,0.03,0.05,0.19,0.96,0.09,NA,0,19.2,9.8,9.4,37.6,22.6,15,60.3,33.1,27.2,NA,NA,NA,72.7,NA,68.8,3.9,NA,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0059,Roosevelt Middle,Traditional Public,District Operated,56.5,Meets Few Expectations,6,8,6-8,Middle School,385,75539,0,0,0.94,0.03,0,0,0.02,0.23,0.94,0,NA,0,12.6,8.3,4.3,58.5,34,24.5,69.9,34.1,35.8,NA,NA,NA,68.2,NA,66.5,NA,1.7,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0360,Thoreau Elementary,Traditional Public,District Operated,52.9,Fails to Meet Expectations,K3,8,K-8,Elementary School,449,75539,0,0.02,0.89,0.03,0,0.02,0.04,0.17,0.97,0,NA,0.02,17.3,10.5,6.8,49,22.6,26.4,67.9,31.4,36.5,NA,NA,NA,71.9,NA,69.6,1.8,0.5,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0182,Fratney Elementary,Traditional Public,District Operated,63.1,Meets Expectations,K3,5,K-5,Elementary School,434,75539,0,0,0.24,0.6,0,0.13,0.03,0.12,0.82,0.24,NA,0.02,34.1,17.8,16.3,49,32.1,16.9,76.8,40.6,36.2,NA,NA,NA,80.4,NA,73.4,7,NA,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0179,Franklin Elementary,Traditional Public,District Operated,54.9,Meets Few Expectations,K3,8,K-8,Elementary School,328,75539,0.01,0,0.97,0.01,0,0.01,0.01,0.35,0.98,0,NA,0,22.8,11.8,11,69.8,29.2,40.6,35.7,16.4,19.3,NA,NA,NA,73.5,NA,69.1,0.9,3.5,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0368,Trowbridge Street School of Great Lakes Studies,Traditional Public,District Operated,74,Exceeds Expectations,K3,8,K-8,Elementary School,261,75539,0.01,0.01,0.2,0.42,0,0.27,0.08,0.2,0.83,0.03,NA,0.09,43.7,22.8,20.9,80.3,35.9,44.4,84.9,42.2,42.7,NA,NA,NA,77.8,NA,70.1,4,3.7,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0077,Auer Avenue Elementary,Traditional Public,District Operated,46.8,Fails to Meet Expectations,K3,8,K-8,Elementary School,261,75539,0,0,0.95,0.03,0,0.01,0,0.23,0.99,0,NA,0,8.2,4.6,3.6,33.8,13.1,20.7,74.3,34.5,39.8,NA,NA,NA,70.6,NA,69.4,0.8,0.4,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,8133_0100,Rocketship Southside Community Prep,2r/2x Charter,Independently Operated,67.3,Meets Expectations,K4,5,K-5,Elementary School,531,531,0,0.01,0.03,0.94,0,0.02,0.01,0.16,0.86,0.44,NA,0,51.5,21.9,29.6,68,34,34,54.1,19.1,35,NA,NA,NA,82.5,NA,74.9,7.6,NA,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0208,Hartford Avenue Elementary,Traditional Public,District Operated,66.8,Meets Expectations,K3,8,K-8,Elementary School,604,75539,0,0.02,0.85,0.05,0,0.04,0.04,0.13,0.87,0,NA,0,31.6,17.8,13.8,65,36.8,28.2,68,33.6,34.4,NA,NA,NA,75.9,NA,70.7,3,2.2,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0214,Hayes Bilingual School,Traditional Public,District Operated,80.9,Exceeds Expectations,K3,8,K-8,Elementary School,609,75539,0,0,0.01,0.97,0,0.02,0,0.2,1,0.67,NA,0.01,34.9,18.9,16,83.2,47.3,35.9,87.8,43.9,43.9,NA,NA,NA,79.2,NA,73,3.5,2.7,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,0000_7400,Saint Peter Immanuel Luth Sch,Private,Private,56.8,Meets Few Expectations^,K4,8,K-8,Elementary School,146,NA,0,0.08,0.8,0.06,0,0.03,0.03,0.01,0.99,0.05,NA,NA,12.1,7.4,4.7,32.8,13.1,19.7,85.8,37.9,47.9,NA,NA,NA,79.8,NA,75.5,2.4,1.9,0.05,0.45,0.25,0.25,Private - Choice Students,0,0
2017-18,0000_1606,Messmer Catholic Schools,Private,Private,70.4,Meets Expectations,K4,12,K-12,Elementary/Secondary School,1622,NA,0,0.05,0.8,0.11,0,0.01,0.03,0.03,0.72,0.03,NA,NA,30.6,19.3,11.3,61.3,39.7,21.6,84.8,43.6,41.2,NA,NA,NA,80.3,NA,75.4,3.8,1.1,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,3619_0041,Audubon Technology and Communication Middle,Traditional Public,District Operated,50.8,Fails to Meet Expectations,6,8,6-8,Middle School,582,75539,0.01,0.02,0.18,0.69,0,0.07,0.02,0.2,0.93,0.26,NA,0.01,24.9,15.9,9,46.1,26.4,19.7,63.9,32.2,31.7,NA,NA,NA,71.3,NA,67.5,NA,3.8,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0165,IDEAL Individualized Developmental Educational Approaches to Learning,Instrumentality Charter,District Operated,63.7,Meets Expectations,K3,8,K-8,Elementary School,323,75539,0.01,0.05,0.15,0.5,0,0.26,0.03,0.16,0.84,0.05,NA,0.07,44.4,24.2,20.2,64.2,34,30.2,71.1,33.9,37.2,NA,NA,NA,79.1,NA,71.9,3.7,3.5,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0111,Milwaukee College Preparatory School -- 38th Street,Non-Instrumentality Charter,Independently Operated,87.6,Significantly Exceeds Expectations,K4,8,K-8,Elementary School,504,75539,0,0,0.94,0.02,0,0.01,0.03,0.14,0.82,0,NA,0.01,61,31.7,29.3,86.9,42.5,44.4,94.4,45.8,48.6,NA,NA,NA,87.3,NA,76.3,7.1,3.9,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,0000_1253,Victory Christian Academy,Private,Private,75.4,Exceeds Expectations,K4,8,K-8,Elementary School,218,NA,0,0,0.12,0.77,0,0.06,0.04,0.02,0.86,0.06,NA,NA,37.5,22.7,14.8,77.5,41.6,35.9,74.4,30.8,43.6,NA,NA,NA,80.1,NA,75.1,3,2,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,0000_8720,Wisconsin Lutheran High,Private,Private,76.1,Exceeds Expectations^,9,12,9-12,High School,428,NA,0,0.03,0.5,0.18,0,0.24,0.06,0,0.6,0,NA,NA,50,24.9,25.1,NA,NA,NA,93.1,46.9,46.2,NA,NA,NA,94.4,NA,94.4,NA,NA,0.4,NA,0.4,0.2,Private - Choice Students,0,1
2017-18,0000_1489,Cross Trainers Academy,Private,Private,57.6,Meets Few Expectations,K4,11,K-12,Elementary/Secondary School,283,NA,0,0,0.98,0.01,0,0.01,0,0.09,0.96,0,NA,NA,22.4,13.8,8.6,66.1,41.6,24.5,51.9,23.6,28.3,NA,NA,NA,75.2,NA,71.8,2,1.4,0.05,0.45,0.25,0.25,Private - Choice Students,0,0
2017-18,3619_0434,Audubon Technology and Communication High,Traditional Public,District Operated,49.5,Fails to Meet Expectations,9,12,9-12,High School,378,75539,0.04,0.03,0.12,0.6,0,0.2,0.01,0.26,0.93,0.16,NA,0.04,27.7,20,7.7,NA,NA,NA,68.4,15.5,15.8,12.1,25,37.1,80.3,80.3,NA,NA,NA,0.4,NA,0.4,0.2,Public - All Students,0,0
2017-18,3619_0120,Green Bay Avenue School,Traditional Public,District Operated,NA,Alternate Rating - Needs Improvement,K3,5,K-5,Elementary School,251,75539,0,0,0.95,0.01,0,0.02,0.02,0.11,0.99,0,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,0.675,NA,0.25,Public - All Students,0,0
2017-18,0000_1703,Hope Christian Sch: Caritas,Private,Private,62.3,Meets Few Expectations^,K4,7,K-8,Elementary School,334,NA,0,0,0.96,0.03,0,0,0.01,0,0.89,0,NA,NA,15.4,8.5,6.9,57.5,26.4,31.1,87.5,50,37.5,NA,NA,NA,75.1,NA,72.4,2.7,NA,0.05,0.45,0.25,0.25,Private - Choice Students,0,0
2017-18,3619_0199,King Jr Elementary,Traditional Public,District Operated,57.5,Meets Few Expectations,K3,8,K-8,Elementary School,287,75539,0,0,0.96,0.02,0,0.01,0,0.26,0.98,0,NA,0,9.2,5.5,3.7,58.5,32.1,26.4,70.5,34.5,36,NA,NA,NA,72.4,NA,71.4,0.6,0.4,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0365,Townsend Street Elementary,Traditional Public,District Operated,47.6,Fails to Meet Expectations,K3,8,K-8,Elementary School,333,75539,0,0,0.95,0.02,0,0.01,0.02,0.24,0.98,0,NA,0,10.9,6.8,4.1,42.3,24.5,17.8,62.7,31,31.7,NA,NA,NA,69.3,NA,67,1.6,0.7,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,0000_1302,Saint Philips Lutheran School,Private,Private,78.1,Exceeds Expectations,K4,8,K-8,Elementary School,143,NA,0,0.01,0.71,0.18,0,0.09,0.01,0.01,0.83,0,NA,NA,34.7,20.1,14.6,82.2,44.4,37.8,78.4,46.2,32.2,NA,NA,NA,78.9,NA,73.1,4,1.8,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,0000_1704,Shining Star Christian Schools,Private,Private,73.9,Exceeds Expectations,K4,7,K-8,Elementary School,291,NA,0,0,0.91,0.04,0,0.03,0.01,0.02,0.98,0,NA,NA,22.6,12.3,10.3,80.3,44.4,35.9,89.6,46,43.6,NA,NA,NA,76.9,NA,72,4.9,NA,0.05,0.45,0.25,0.25,Private - Choice Students,0,0
2017-18,0000_8740,Yeshiva Elementary,Private,Private,68.5,Meets Expectations,K4,8,K-8,Elementary School,202,NA,0,0,0,0,0,0.99,0,0,0.6,0,NA,NA,71,36.7,34.3,65.1,35.9,29.2,54.1,32.4,21.7,NA,NA,NA,87.9,NA,76.6,6.7,4.6,0.084,0.416,0.25,0.25,Private - Choice Students,0,1
2017-18,3619_0241,Lancaster Elementary,Traditional Public,District Operated,34.3,Fails to Meet Expectations,K3,8,K-8,Elementary School,358,75539,0,0.03,0.85,0.07,0,0.03,0.02,0.2,0.93,0.01,NA,0.01,10.1,6.4,3.7,11.9,8.3,3.6,64.8,29.5,35.3,NA,NA,NA,68.9,NA,67.2,1.1,0.6,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,0000_1652,Academy of Excellence,Private,Private,55.6,Meets Few Expectations^,K4,12,K-12,Elementary/Secondary School,806,NA,0,0.22,0.34,0.41,0,0.03,0.01,0.02,0.87,0.28,NA,NA,14.8,6.8,8,42.3,22.6,19.7,67.9,35.5,32.4,NA,NA,NA,75.5,NA,73.6,1.1,0.8,0.05,0.45,0.25,0.25,Private - Choice Students,0,0
2017-18,0000_2850,Holy Wisdom Academy,Private,Private,68,Meets Expectations^,K4,8,K-8,Elementary School,229,NA,0,0,0,0.96,0,0.03,0,0.03,0.81,0.32,NA,NA,43,23.5,19.5,65.1,34.9,30.2,62.2,31.2,31,NA,NA,NA,84.2,NA,75.8,4.3,4.1,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,0000_1656,Hope Christian School: Semper,Private,Private,67.9,Meets Expectations^,K4,8,K-8,Elementary School,406,NA,0,0,0.98,0.01,0,0,0.01,0.01,0.81,0,NA,NA,25.7,12.9,12.8,76.5,36.8,39.7,71.4,40.6,30.8,NA,NA,NA,77.3,NA,72.8,2.1,2.4,0.05,0.45,0.25,0.25,Private - Choice Students,0,0
2017-18,3619_0073,Allen-Field Elementary,Traditional Public,District Operated,77.5,Exceeds Expectations,K3,5,K-5,Elementary School,624,75539,0,0,0.09,0.88,0,0.02,0,0.26,0.98,0.45,NA,0.01,27.6,13.4,14.2,84.1,36.8,47.3,76.1,37.5,38.6,NA,NA,NA,77,NA,72.8,4.2,NA,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0407,Carmen High School of Science and Technology South Campus,Non-Instrumentality Charter,Independently Operated,78,Exceeds Expectations,9,12,9-12,High School,365,75539,0,0,0.02,0.95,0,0.04,0,0.09,0.92,0.2,NA,0.02,66,34.4,31.6,NA,NA,NA,84.8,22.2,22.7,14.9,25,39.9,88.5,88.5,NA,NA,NA,0.4,NA,0.4,0.2,Public - All Students,0,0
2017-18,3619_0390,Vieau Elementary,Traditional Public,District Operated,74,Exceeds Expectations,K3,8,K-8,Elementary School,733,75539,0,0,0.01,0.96,0,0.03,0,0.22,0.93,0.49,NA,0.03,40.2,20.8,19.4,70.8,39.7,31.1,77.8,37,40.8,NA,NA,NA,82.6,NA,75.9,3.7,3,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0124,Andrew Douglas School,Traditional Public,District Operated,NA,Alternate Rating - Needs Improvement,K3,8,K-8,Elementary School,234,75539,0,0,0.96,0.01,0,0.01,0.01,0.07,0.99,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2017-18,3619_0150,Emerson Elementary,Traditional Public,District Operated,49.7,Fails to Meet Expectations,K3,5,K-5,Elementary School,260,75539,0,0.07,0.8,0.05,0,0.04,0.04,0.18,0.92,0.01,NA,0,31.5,16,15.5,48.9,25.4,23.5,47,20.8,26.2,NA,NA,NA,77.3,NA,71.2,6.1,NA,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,0000_5710,Saint Marcus Lutheran School,Private,Private,69,Meets Expectations,K4,8,K-8,Elementary School,815,NA,0,0,0.89,0.04,0,0.02,0.05,0.06,0.78,0,NA,NA,50.6,24.7,25.9,68.9,33,35.9,56.7,30,26.7,NA,NA,NA,85.3,NA,75,5.4,4.9,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,8132_0100,Woodlands School East,2r/2x Charter,Independently Operated,76.7,Exceeds Expectations^,K4,8,K-8,Elementary School,282,282,0.01,0.03,0.64,0.08,0,0.11,0.13,0.1,0.54,0.01,NA,0,35.7,21.5,14.2,78.2,50,28.2,88.1,50,38.1,NA,NA,NA,83,NA,74.7,8.3,NA,0.121,0.379,0.25,0.25,Public - All Students,0,0
2017-18,0000_1507,Blessed Savior Catholic Sch,Private,Private,78.6,Exceeds Expectations,K4,8,K-8,Elementary School,548,NA,0,0,0.9,0.03,0,0.02,0.05,0.01,0.97,0,NA,NA,22.1,13.3,8.8,78.4,39.7,38.7,91.3,49.4,41.9,NA,NA,NA,77.7,NA,74.1,2,1.6,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,0000_1044,Clara Mohammed School,Private,Private,55.4,Meets Few Expectations,K4,12,K-12,Elementary/Secondary School,201,NA,0,0,0.98,0.01,0,0,0,0,0.99,0.04,NA,NA,10.1,6.2,3.9,45.1,31.1,14,62.5,36,26.5,NA,NA,NA,75.8,NA,74.9,0.9,NA,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,3619_0155,Fairview Elementary,Traditional Public,District Operated,70.9,Meets Expectations,K3,8,K-8,Elementary School,641,75539,0.02,0.03,0.09,0.33,0,0.5,0.04,0.22,0.6,0.03,NA,0.07,54.6,28.3,26.3,75.6,39.7,35.9,54.4,26.5,27.9,NA,NA,NA,84.9,NA,74.7,4.8,5.4,0.081,0.419,0.25,0.25,Public - All Students,0,0
2017-18,3619_0237,Kilbourn Elementary,Traditional Public,District Operated,65.1,Meets Expectations^,K3,5,K-5,Elementary School,296,75539,0,0.02,0.9,0.04,0.01,0.02,0.01,0.17,0.96,0,NA,0,35.1,18.1,17,56.4,28.2,28.2,91.8,41.9,49.9,NA,NA,NA,80,NA,72.5,7.5,NA,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,0000_1980,Mount Lebanon Lutheran School,Private,Private,91.4,Significantly Exceeds Expectations,K4,8,K-8,Elementary School,155,NA,0,0.01,0.79,0.06,0,0.06,0.07,0,1,0,NA,NA,41,22.1,18.9,95.4,45.4,50,100,50,50,NA,NA,NA,85.7,NA,75.1,5.1,5.5,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,0000_1165,Granville Lutheran School,Private,Private,90.1,Significantly Exceeds Expectations^,K4,8,K-8,Elementary School,230,NA,0,0,0.88,0.07,0,0,0.05,0,0.99,0,NA,NA,34.7,16,18.7,98.2,48.2,50,96.3,49.1,47.2,NA,NA,NA,80.4,NA,73.5,2.9,4,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,3619_0196,Grantosa Drive Elementary,Traditional Public,District Operated,57.5,Meets Few Expectations,K3,8,K-8,Elementary School,629,75539,0,0.02,0.89,0.03,0,0.02,0.03,0.24,0.92,0,NA,0,16.7,9.9,6.8,63.2,32.1,31.1,57.5,27,30.5,NA,NA,NA,75.4,NA,72.3,1.7,1.4,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0256,Longfellow Elementary,Traditional Public,District Operated,64.6,Meets Expectations,K3,8,K-8,Elementary School,845,75539,0.01,0.01,0.16,0.78,0,0.04,0.01,0.22,0.98,0.3,NA,0.02,34.4,19.4,15,66.9,38.7,28.2,73.2,37,36.2,NA,NA,NA,77.9,NA,71.9,3.6,2.4,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0313,Riley Elementary,Traditional Public,District Operated,64,Meets Expectations,K3,5,K-5,Elementary School,498,75539,0.01,0,0.11,0.8,0,0.06,0.01,0.22,0.92,0.44,NA,0.03,27.8,13.3,14.5,65,28.2,36.8,77.3,39.4,37.9,NA,NA,NA,76.3,NA,71.7,4.6,NA,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,0000_1527,Inst of Technology & Academics,Private,Private,70.1,Meets Expectations,K4,8,K-8,Elementary/Secondary School,266,NA,0,0.01,0.93,0.02,0,0,0.03,0.01,1,0,NA,NA,14.5,7.2,7.3,65.1,27.3,37.8,80.9,34.4,46.5,NA,NA,NA,79.6,NA,77.1,1.8,0.7,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,3619_0146,Milwaukee German Immersion,Traditional Public,District Operated,78.4,Exceeds Expectations,K3,5,K-5,Elementary School,607,75539,0,0.02,0.25,0.05,0,0.62,0.06,0.06,0.32,0,NA,0.16,73.7,36.4,37.3,94.6,47.3,47.3,58.6,28.8,29.8,NA,NA,NA,88.7,NA,76.2,12.5,NA,0.273,0.227,0.25,0.25,Public - All Students,0,0
2017-18,3619_0226,Milwaukee Sign Language Elementary,Traditional Public,District Operated,63.5,Meets Expectations^,K3,8,K-8,Elementary School,558,75539,0.01,0.06,0.75,0.11,0,0.05,0.02,0.23,0.99,0.01,NA,0.02,18.7,10.2,8.5,66,34.9,31.1,78.7,39.8,38.9,NA,NA,NA,72.7,NA,70.3,1.3,1.1,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,8106_1251,Milwaukee Academy of Science,2r/2x Charter,Independently Operated,78.3,Exceeds Expectations,K4,12,K-12,Elementary/Secondary School,1064,1064,0,0,0.98,0.02,0,0,0,0.1,0.92,0,NA,0,28.9,13.4,15.5,86,41.6,44.4,73.5,17.2,18,13.3,25,38.3,79.2,74.5,NA,2,2.7,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,0000_1205,Prince of Peace School,Private,Private,70,Meets Expectations,K4,8,K-8,Elementary School,444,NA,0,0,0.01,0.98,0,0,0,0.06,0.99,0.46,NA,NA,38,20.4,17.6,60.3,27.3,33,80.9,35.8,45.1,NA,NA,NA,82.8,NA,74.6,5.2,3,0.05,0.45,0.25,0.25,Private - Choice Students,0,1
2017-18,8114_0100,Capitol West Academy,2r/2x Charter,Independently Operated,73.8,Exceeds Expectations,K4,8,K-8,Elementary School,253,253,0,0.02,0.91,0.01,0,0.02,0.03,0.11,0.99,0.02,NA,0,36.9,18.2,18.7,75.5,40.6,34.9,71.8,34.8,37,NA,NA,NA,80.1,NA,74.3,3.5,2.3,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,8129_0100,Milwaukee Scholars Charter School,2r/2x Charter,Independently Operated,74.2,Exceeds Expectations,K4,8,K-8,Elementary School,642,642,0,0.02,0.95,0,0,0,0.02,0.08,0.91,0.01,NA,0,30.4,16,14.4,72.7,36.8,35.9,80.6,41,39.6,NA,NA,NA,79.1,NA,73.6,3.8,1.7,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_1121,La Causa Charter School,Non-Instrumentality Charter,Independently Operated,79.2,Exceeds Expectations,K4,8,K-8,Elementary School,788,75539,0,0,0.02,0.97,0,0.01,0,0.11,0.95,0.56,NA,0.02,34,18.3,15.7,80.3,43.5,36.8,84.6,43.1,41.5,NA,NA,NA,80.8,NA,74.7,3.3,2.8,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0118,Milwaukee Environmental Science Academy,Non-Instrumentality Charter,Independently Operated,68.8,Meets Expectations,K4,8,K-8,Elementary School,405,75539,0,0.02,0.92,0.03,0,0.03,0,0.11,1,0,NA,0,24.6,15.2,9.4,64.2,37.8,26.4,75.1,36.7,38.4,NA,NA,NA,79.6,NA,74.9,2.6,2.1,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0319,Sherman Elementary,Traditional Public,District Operated,51.9,Fails to Meet Expectations,K3,8,K-8,Elementary School,342,75539,0,0,0.93,0.02,0,0.01,0.03,0.2,0.98,0,NA,0,14.7,9.3,5.4,45.2,24.5,20.7,70.5,32.6,37.9,NA,NA,NA,72.8,NA,70.3,1.5,1,0.05,0.45,0.25,0.25,Public - All Students,0,0
2017-18,3619_0154,Thurston Woods Elementary,Traditional Public,District Operated,63.8,Meets Expectations,K3,8,K-8,Elementary School,421,75539,0,0,0.93,0.04,0,0.01,0.02,0.14,0.9,0,NA,0,20.1,11.2,8.9,68,35.9,32.1,75.5,37.6,37.9,NA,NA,NA,73.1,NA,69.6,1.8,1.7,0.05,0.45,0.25,0.25,Public - All Students,0,0
